VisaType,countries,date_gov,date,delay,delay_days,datetype
"5th Set Aside:
Infrastructure (2%)",CHINA,2022-12-01,2022-12-01,0 days,0.0,Final Action Date
1st,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-12-01,2022-12-01,0 days,0.0,Final Action Date
2nd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-11-01,2022-12-01,30 days,30.0,Final Action Date
3rd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-12-01,2022-12-01,0 days,0.0,Final Action Date
Other Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2020-06-01,2022-12-01,913 days,913.0,Final Action Date
4th,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-03-15,2022-12-01,1722 days,1722.0,Final Action Date
Certain Religious Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-03-15,2022-12-01,1722 days,1722.0,Final Action Date
"5th Unreserved
(including C5, T5, I5, R5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-12-01,2022-12-01,0 days,0.0,Final Action Date
"5th Set Aside:
Rural (20%)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-12-01,2022-12-01,0 days,0.0,Final Action Date
"5th Set Aside:
High Unemployment (10%)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-12-01,2022-12-01,0 days,0.0,Final Action Date
"5th Set Aside:
Infrastructure (2%)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-12-01,2022-12-01,0 days,0.0,Final Action Date
1st,INDIA,2022-12-01,2022-12-01,0 days,0.0,Final Action Date
2nd,INDIA,2011-10-08,2022-12-01,4072 days,4072.0,Final Action Date
3rd,INDIA,2012-06-15,2022-12-01,3821 days,3821.0,Final Action Date
Other Workers,INDIA,2012-06-15,2022-12-01,3821 days,3821.0,Final Action Date
4th,INDIA,2022-06-22,2022-12-01,162 days,162.0,Final Action Date
Certain Religious Workers,INDIA,2022-06-22,2022-12-01,162 days,162.0,Final Action Date
"5th Unreserved
(including C5, T5, I5, R5)",INDIA,2019-11-08,2022-12-01,1119 days,1119.0,Final Action Date
"5th Set Aside:
Rural (20%)",INDIA,2022-12-01,2022-12-01,0 days,0.0,Final Action Date
"5th Set Aside:
High Unemployment (10%)",INDIA,2022-12-01,2022-12-01,0 days,0.0,Final Action Date
"5th Set Aside:
Infrastructure (2%)",INDIA,2022-12-01,2022-12-01,0 days,0.0,Final Action Date
1st,MEXICO,2022-12-01,2022-12-01,0 days,0.0,Final Action Date
2nd,MEXICO,2022-11-01,2022-12-01,30 days,30.0,Final Action Date
3rd,MEXICO,2022-12-01,2022-12-01,0 days,0.0,Final Action Date
Other Workers,MEXICO,2020-06-01,2022-12-01,913 days,913.0,Final Action Date
4th,MEXICO,2020-09-15,2022-12-01,807 days,807.0,Final Action Date
Certain Religious Workers,MEXICO,2020-09-15,2022-12-01,807 days,807.0,Final Action Date
"5th Unreserved
(including C5, T5, I5, R5)",MEXICO,2022-12-01,2022-12-01,0 days,0.0,Final Action Date
"5th Set Aside:
Rural (20%)",MEXICO,2022-12-01,2022-12-01,0 days,0.0,Final Action Date
"5th Set Aside:
High Unemployment (10%)",MEXICO,2022-12-01,2022-12-01,0 days,0.0,Final Action Date
"5th Set Aside:
Infrastructure (2%)",MEXICO,2022-12-01,2022-12-01,0 days,0.0,Final Action Date
1st,PHILIPPINES,2022-12-01,2022-12-01,0 days,0.0,Final Action Date
2nd,PHILIPPINES,2022-11-01,2022-12-01,30 days,30.0,Final Action Date
3rd,PHILIPPINES,2022-12-01,2022-12-01,0 days,0.0,Final Action Date
Other Workers,PHILIPPINES,2020-06-01,2022-12-01,913 days,913.0,Final Action Date
4th,PHILIPPINES,2022-06-22,2022-12-01,162 days,162.0,Final Action Date
Certain Religious Workers,PHILIPPINES,2022-06-22,2022-12-01,162 days,162.0,Final Action Date
"5th Unreserved
(including C5, T5, I5, R5)",PHILIPPINES,2022-12-01,2022-12-01,0 days,0.0,Final Action Date
"5th Set Aside:
Rural (20%)",PHILIPPINES,2022-12-01,2022-12-01,0 days,0.0,Final Action Date
"5th Set Aside:
High Unemployment (10%)",PHILIPPINES,2022-12-01,2022-12-01,0 days,0.0,Final Action Date
"5th Set Aside:
Infrastructure (2%)",PHILIPPINES,2022-12-01,2022-12-01,0 days,0.0,Final Action Date
1st,ROW,2022-11-01,2022-11-01,0 days,0.0,Final Action Date
2nd,ROW,2022-11-01,2022-11-01,0 days,0.0,Final Action Date
3rd,ROW,2022-11-01,2022-11-01,0 days,0.0,Final Action Date
Other Workers,ROW,2020-06-01,2022-11-01,883 days,883.0,Final Action Date
4th,ROW,2022-11-01,2022-11-01,0 days,0.0,Final Action Date
Certain Religious Workers,ROW,2022-11-01,2022-11-01,0 days,0.0,Final Action Date
"5th Unreserved
(including C5, T5, I5, R5)",ROW,2022-11-01,2022-11-01,0 days,0.0,Final Action Date
"5th Set Aside:
Rural (20%)",ROW,2022-11-01,2022-11-01,0 days,0.0,Final Action Date
"5th Set Aside:
High Unemployment (10%)",ROW,2022-11-01,2022-11-01,0 days,0.0,Final Action Date
"5th Set Aside:
Infrastructure (2%)",ROW,2022-11-01,2022-11-01,0 days,0.0,Final Action Date
1st,CHINA,2022-11-01,2022-11-01,0 days,0.0,Final Action Date
2nd,CHINA,2019-06-08,2022-11-01,1242 days,1242.0,Final Action Date
3rd,CHINA,2018-06-15,2022-11-01,1600 days,1600.0,Final Action Date
Other Workers,CHINA,2012-12-01,2022-11-01,3622 days,3622.0,Final Action Date
4th,CHINA,2022-11-01,2022-11-01,0 days,0.0,Final Action Date
Certain Religious Workers,CHINA,2022-11-01,2022-11-01,0 days,0.0,Final Action Date
"5th Unreserved
(including C5, T5, I5, R5)",CHINA,2015-03-22,2022-11-01,2781 days,2781.0,Final Action Date
"5th Set Aside:
Rural (20%)",CHINA,2022-11-01,2022-11-01,0 days,0.0,Final Action Date
"5th Set Aside:
High Unemployment (10%)",CHINA,2022-11-01,2022-11-01,0 days,0.0,Final Action Date
"5th Set Aside:
Infrastructure (2%)",CHINA,2022-11-01,2022-11-01,0 days,0.0,Final Action Date
1st,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-11-01,2022-11-01,0 days,0.0,Final Action Date
2nd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-11-01,2022-11-01,0 days,0.0,Final Action Date
3rd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-11-01,2022-11-01,0 days,0.0,Final Action Date
Other Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2020-06-01,2022-11-01,883 days,883.0,Final Action Date
4th,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-03-15,2022-11-01,1692 days,1692.0,Final Action Date
Certain Religious Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-03-15,2022-11-01,1692 days,1692.0,Final Action Date
"5th Unreserved
(including C5, T5, I5, R5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-11-01,2022-11-01,0 days,0.0,Final Action Date
"5th Set Aside:
Rural (20%)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-11-01,2022-11-01,0 days,0.0,Final Action Date
"5th Set Aside:
High Unemployment (10%)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-11-01,2022-11-01,0 days,0.0,Final Action Date
"5th Set Aside:
Infrastructure (2%)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-11-01,2022-11-01,0 days,0.0,Final Action Date
1st,INDIA,2022-11-01,2022-11-01,0 days,0.0,Final Action Date
2nd,INDIA,2012-04-01,2022-11-01,3866 days,3866.0,Final Action Date
3rd,INDIA,2012-04-01,2022-11-01,3866 days,3866.0,Final Action Date
Other Workers,INDIA,2012-04-01,2022-11-01,3866 days,3866.0,Final Action Date
4th,INDIA,2022-11-01,2022-11-01,0 days,0.0,Final Action Date
Certain Religious Workers,INDIA,2022-11-01,2022-11-01,0 days,0.0,Final Action Date
"5th Unreserved
(including C5, T5, I5, R5)",INDIA,2019-11-08,2022-11-01,1089 days,1089.0,Final Action Date
"5th Set Aside:
Rural (20%)",INDIA,2022-11-01,2022-11-01,0 days,0.0,Final Action Date
"5th Set Aside:
High Unemployment (10%)",INDIA,2022-11-01,2022-11-01,0 days,0.0,Final Action Date
"5th Set Aside:
Infrastructure (2%)",INDIA,2022-11-01,2022-11-01,0 days,0.0,Final Action Date
1st,MEXICO,2022-11-01,2022-11-01,0 days,0.0,Final Action Date
2nd,MEXICO,2022-11-01,2022-11-01,0 days,0.0,Final Action Date
3rd,MEXICO,2022-11-01,2022-11-01,0 days,0.0,Final Action Date
Other Workers,MEXICO,2020-06-01,2022-11-01,883 days,883.0,Final Action Date
4th,MEXICO,2020-09-15,2022-11-01,777 days,777.0,Final Action Date
Certain Religious Workers,MEXICO,2020-09-15,2022-11-01,777 days,777.0,Final Action Date
"5th Unreserved
(including C5, T5, I5, R5)",MEXICO,2022-11-01,2022-11-01,0 days,0.0,Final Action Date
"5th Set Aside:
Rural (20%)",MEXICO,2022-11-01,2022-11-01,0 days,0.0,Final Action Date
"5th Set Aside:
High Unemployment (10%)",MEXICO,2022-11-01,2022-11-01,0 days,0.0,Final Action Date
"5th Set Aside:
Infrastructure (2%)",MEXICO,2022-11-01,2022-11-01,0 days,0.0,Final Action Date
1st,PHILIPPINES,2022-11-01,2022-11-01,0 days,0.0,Final Action Date
2nd,PHILIPPINES,2022-11-01,2022-11-01,0 days,0.0,Final Action Date
3rd,PHILIPPINES,2022-11-01,2022-11-01,0 days,0.0,Final Action Date
Other Workers,PHILIPPINES,2020-06-01,2022-11-01,883 days,883.0,Final Action Date
4th,PHILIPPINES,2022-11-01,2022-11-01,0 days,0.0,Final Action Date
Certain Religious Workers,PHILIPPINES,2022-11-01,2022-11-01,0 days,0.0,Final Action Date
"5th Unreserved
(including C5, T5, I5, R5)",PHILIPPINES,2022-11-01,2022-11-01,0 days,0.0,Final Action Date
"5th Set Aside:
Rural (20%)",PHILIPPINES,2022-11-01,2022-11-01,0 days,0.0,Final Action Date
"5th Set Aside:
High Unemployment (10%)",PHILIPPINES,2022-11-01,2022-11-01,0 days,0.0,Final Action Date
"5th Set Aside:
Infrastructure (2%)",PHILIPPINES,2022-11-01,2022-11-01,0 days,0.0,Final Action Date
1st,ROW,2022-10-01,2022-10-01,0 days,0.0,Final Action Date
2nd,ROW,2022-10-01,2022-10-01,0 days,0.0,Final Action Date
3rd,ROW,2022-10-01,2022-10-01,0 days,0.0,Final Action Date
Other Workers,ROW,2020-06-01,2022-10-01,852 days,852.0,Final Action Date
4th,ROW,2022-10-01,2022-10-01,0 days,0.0,Final Action Date
Certain Religious Workers,ROW,,2022-10-01,,,Final Action Date
"5th Unreserved
(including C5, T5, I5, R5)",ROW,2022-10-01,2022-10-01,0 days,0.0,Final Action Date
"5th Set Aside:
Rural (20%)",ROW,2022-10-01,2022-10-01,0 days,0.0,Final Action Date
"5th Set Aside:
High Unemployment (10%)",ROW,2022-10-01,2022-10-01,0 days,0.0,Final Action Date
"5th Set Aside:
Infrastructure (2%)",ROW,2022-10-01,2022-10-01,0 days,0.0,Final Action Date
1st,CHINA,2022-10-01,2022-10-01,0 days,0.0,Final Action Date
2nd,CHINA,2019-06-08,2022-10-01,1211 days,1211.0,Final Action Date
3rd,CHINA,2018-06-15,2022-10-01,1569 days,1569.0,Final Action Date
Other Workers,CHINA,2012-09-01,2022-10-01,3682 days,3682.0,Final Action Date
4th,CHINA,2022-10-01,2022-10-01,0 days,0.0,Final Action Date
Certain Religious Workers,CHINA,,2022-10-01,,,Final Action Date
"5th Unreserved
(including C5, T5, I5, R5)",CHINA,2015-03-22,2022-10-01,2750 days,2750.0,Final Action Date
"5th Set Aside:
Rural (20%)",CHINA,2022-10-01,2022-10-01,0 days,0.0,Final Action Date
"5th Set Aside:
High Unemployment (10%)",CHINA,2022-10-01,2022-10-01,0 days,0.0,Final Action Date
"5th Set Aside:
Infrastructure (2%)",CHINA,2022-10-01,2022-10-01,0 days,0.0,Final Action Date
1st,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-10-01,2022-10-01,0 days,0.0,Final Action Date
2nd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-10-01,2022-10-01,0 days,0.0,Final Action Date
3rd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-10-01,2022-10-01,0 days,0.0,Final Action Date
Other Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2020-06-01,2022-10-01,852 days,852.0,Final Action Date
4th,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-03-15,2022-10-01,1661 days,1661.0,Final Action Date
Certain Religious Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",,2022-10-01,,,Final Action Date
"5th Unreserved
(including C5, T5, I5, R5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-10-01,2022-10-01,0 days,0.0,Final Action Date
"5th Set Aside:
Rural (20%)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-10-01,2022-10-01,0 days,0.0,Final Action Date
"5th Set Aside:
High Unemployment (10%)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-10-01,2022-10-01,0 days,0.0,Final Action Date
"5th Set Aside:
Infrastructure (2%)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-10-01,2022-10-01,0 days,0.0,Final Action Date
1st,INDIA,2022-10-01,2022-10-01,0 days,0.0,Final Action Date
2nd,INDIA,2012-04-01,2022-10-01,3835 days,3835.0,Final Action Date
3rd,INDIA,2012-04-01,2022-10-01,3835 days,3835.0,Final Action Date
Other Workers,INDIA,2012-04-01,2022-10-01,3835 days,3835.0,Final Action Date
4th,INDIA,2022-10-01,2022-10-01,0 days,0.0,Final Action Date
Certain Religious Workers,INDIA,,2022-10-01,,,Final Action Date
"5th Unreserved
(including C5, T5, I5, R5)",INDIA,2019-11-08,2022-10-01,1058 days,1058.0,Final Action Date
"5th Set Aside:
Rural (20%)",INDIA,2022-10-01,2022-10-01,0 days,0.0,Final Action Date
"5th Set Aside:
High Unemployment (10%)",INDIA,2022-10-01,2022-10-01,0 days,0.0,Final Action Date
"5th Set Aside:
Infrastructure (2%)",INDIA,2022-10-01,2022-10-01,0 days,0.0,Final Action Date
1st,MEXICO,2022-10-01,2022-10-01,0 days,0.0,Final Action Date
2nd,MEXICO,2022-10-01,2022-10-01,0 days,0.0,Final Action Date
3rd,MEXICO,2022-10-01,2022-10-01,0 days,0.0,Final Action Date
Other Workers,MEXICO,2020-06-01,2022-10-01,852 days,852.0,Final Action Date
4th,MEXICO,2020-09-15,2022-10-01,746 days,746.0,Final Action Date
Certain Religious Workers,MEXICO,,2022-10-01,,,Final Action Date
"5th Unreserved
(including C5, T5, I5, R5)",MEXICO,2022-10-01,2022-10-01,0 days,0.0,Final Action Date
"5th Set Aside:
Rural (20%)",MEXICO,2022-10-01,2022-10-01,0 days,0.0,Final Action Date
"5th Set Aside:
High Unemployment (10%)",MEXICO,2022-10-01,2022-10-01,0 days,0.0,Final Action Date
"5th Set Aside:
Infrastructure (2%)",MEXICO,2022-10-01,2022-10-01,0 days,0.0,Final Action Date
1st,PHILIPPINES,2022-10-01,2022-10-01,0 days,0.0,Final Action Date
2nd,PHILIPPINES,2022-10-01,2022-10-01,0 days,0.0,Final Action Date
3rd,PHILIPPINES,2022-10-01,2022-10-01,0 days,0.0,Final Action Date
Other Workers,PHILIPPINES,2020-06-01,2022-10-01,852 days,852.0,Final Action Date
4th,PHILIPPINES,2022-10-01,2022-10-01,0 days,0.0,Final Action Date
Certain Religious Workers,PHILIPPINES,,2022-10-01,,,Final Action Date
"5th Unreserved
(including C5, T5, I5, R5)",PHILIPPINES,2022-10-01,2022-10-01,0 days,0.0,Final Action Date
"5th Set Aside:
Rural (20%)",PHILIPPINES,2022-10-01,2022-10-01,0 days,0.0,Final Action Date
"5th Set Aside:
High Unemployment (10%)",PHILIPPINES,2022-10-01,2022-10-01,0 days,0.0,Final Action Date
"5th Set Aside:
Infrastructure (2%)",PHILIPPINES,2022-10-01,2022-10-01,0 days,0.0,Final Action Date
1st,ROW,2022-09-01,2022-09-01,0 days,0.0,Final Action Date
2nd,ROW,2022-09-01,2022-09-01,0 days,0.0,Final Action Date
3rd,ROW,2022-09-01,2022-09-01,0 days,0.0,Final Action Date
Other Workers,ROW,2019-05-08,2022-09-01,1212 days,1212.0,Final Action Date
4th,ROW,2022-09-01,2022-09-01,0 days,0.0,Final Action Date
Certain Religious Workers,ROW,2022-09-01,2022-09-01,0 days,0.0,Final Action Date
"5th Unreserved
(including C5, T5, I5, R5)",ROW,2022-09-01,2022-09-01,0 days,0.0,Final Action Date
"5th Set Aside:
Rural (20%)",ROW,2022-09-01,2022-09-01,0 days,0.0,Final Action Date
"5th Set Aside:
High Unemployment (10%)",ROW,2022-09-01,2022-09-01,0 days,0.0,Final Action Date
"5th Set Aside:
Infrastructure (2%)",ROW,2022-09-01,2022-09-01,0 days,0.0,Final Action Date
1st,CHINA,2022-09-01,2022-09-01,0 days,0.0,Final Action Date
2nd,CHINA,2019-04-01,2022-09-01,1249 days,1249.0,Final Action Date
3rd,CHINA,2018-04-22,2022-09-01,1593 days,1593.0,Final Action Date
Other Workers,CHINA,2012-06-01,2022-09-01,3744 days,3744.0,Final Action Date
4th,CHINA,2022-09-01,2022-09-01,0 days,0.0,Final Action Date
Certain Religious Workers,CHINA,2022-09-01,2022-09-01,0 days,0.0,Final Action Date
"5th Unreserved
(including C5, T5, I5, R5)",CHINA,2015-12-22,2022-09-01,2445 days,2445.0,Final Action Date
"5th Set Aside:
Rural (20%)",CHINA,2022-09-01,2022-09-01,0 days,0.0,Final Action Date
"5th Set Aside:
High Unemployment (10%)",CHINA,2022-09-01,2022-09-01,0 days,0.0,Final Action Date
"5th Set Aside:
Infrastructure (2%)",CHINA,2022-09-01,2022-09-01,0 days,0.0,Final Action Date
1st,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-09-01,2022-09-01,0 days,0.0,Final Action Date
2nd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-09-01,2022-09-01,0 days,0.0,Final Action Date
3rd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-09-01,2022-09-01,0 days,0.0,Final Action Date
Other Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2019-05-08,2022-09-01,1212 days,1212.0,Final Action Date
4th,"EL SALVADOR
 GUATEMALA
 HONDURAS",2017-11-08,2022-09-01,1758 days,1758.0,Final Action Date
Certain Religious Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2017-11-08,2022-09-01,1758 days,1758.0,Final Action Date
"5th Unreserved
(including C5, T5, I5, R5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-09-01,2022-09-01,0 days,0.0,Final Action Date
"5th Set Aside:
Rural (20%)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-09-01,2022-09-01,0 days,0.0,Final Action Date
"5th Set Aside:
High Unemployment (10%)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-09-01,2022-09-01,0 days,0.0,Final Action Date
"5th Set Aside:
Infrastructure (2%)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-09-01,2022-09-01,0 days,0.0,Final Action Date
1st,INDIA,2022-09-01,2022-09-01,0 days,0.0,Final Action Date
2nd,INDIA,2014-12-01,2022-09-01,2831 days,2831.0,Final Action Date
3rd,INDIA,2012-02-15,2022-09-01,3851 days,3851.0,Final Action Date
Other Workers,INDIA,2012-02-15,2022-09-01,3851 days,3851.0,Final Action Date
4th,INDIA,2022-09-01,2022-09-01,0 days,0.0,Final Action Date
Certain Religious Workers,INDIA,2022-09-01,2022-09-01,0 days,0.0,Final Action Date
"5th Unreserved
(including C5, T5, I5, R5)",INDIA,2022-09-01,2022-09-01,0 days,0.0,Final Action Date
"5th Set Aside:
Rural (20%)",INDIA,2022-09-01,2022-09-01,0 days,0.0,Final Action Date
"5th Set Aside:
High Unemployment (10%)",INDIA,2022-09-01,2022-09-01,0 days,0.0,Final Action Date
"5th Set Aside:
Infrastructure (2%)",INDIA,2022-09-01,2022-09-01,0 days,0.0,Final Action Date
1st,MEXICO,2022-09-01,2022-09-01,0 days,0.0,Final Action Date
2nd,MEXICO,2022-09-01,2022-09-01,0 days,0.0,Final Action Date
3rd,MEXICO,2022-09-01,2022-09-01,0 days,0.0,Final Action Date
Other Workers,MEXICO,2019-05-08,2022-09-01,1212 days,1212.0,Final Action Date
4th,MEXICO,2020-04-01,2022-09-01,883 days,883.0,Final Action Date
Certain Religious Workers,MEXICO,2020-04-01,2022-09-01,883 days,883.0,Final Action Date
"5th Unreserved
(including C5, T5, I5, R5)",MEXICO,2022-09-01,2022-09-01,0 days,0.0,Final Action Date
"5th Set Aside:
Rural (20%)",MEXICO,2022-09-01,2022-09-01,0 days,0.0,Final Action Date
"5th Set Aside:
High Unemployment (10%)",MEXICO,2022-09-01,2022-09-01,0 days,0.0,Final Action Date
"5th Set Aside:
Infrastructure (2%)",MEXICO,2022-09-01,2022-09-01,0 days,0.0,Final Action Date
1st,PHILIPPINES,2022-09-01,2022-09-01,0 days,0.0,Final Action Date
2nd,PHILIPPINES,2022-09-01,2022-09-01,0 days,0.0,Final Action Date
3rd,PHILIPPINES,2022-09-01,2022-09-01,0 days,0.0,Final Action Date
Other Workers,PHILIPPINES,2019-05-08,2022-09-01,1212 days,1212.0,Final Action Date
4th,PHILIPPINES,2022-09-01,2022-09-01,0 days,0.0,Final Action Date
Certain Religious Workers,PHILIPPINES,2022-09-01,2022-09-01,0 days,0.0,Final Action Date
"5th Unreserved
(including C5, T5, I5, R5)",PHILIPPINES,2022-09-01,2022-09-01,0 days,0.0,Final Action Date
"5th Set Aside:
Rural (20%)",PHILIPPINES,2022-09-01,2022-09-01,0 days,0.0,Final Action Date
"5th Set Aside:
High Unemployment (10%)",PHILIPPINES,2022-09-01,2022-09-01,0 days,0.0,Final Action Date
"5th Set Aside:
Infrastructure (2%)",PHILIPPINES,2022-09-01,2022-09-01,0 days,0.0,Final Action Date
1st,ROW,2022-08-01,2022-08-01,0 days,0.0,Final Action Date
2nd,ROW,2022-08-01,2022-08-01,0 days,0.0,Final Action Date
3rd,ROW,2022-08-01,2022-08-01,0 days,0.0,Final Action Date
Other Workers,ROW,2019-05-08,2022-08-01,1181 days,1181.0,Final Action Date
4th,ROW,2022-08-01,2022-08-01,0 days,0.0,Final Action Date
Certain Religious Workers,ROW,2022-08-01,2022-08-01,0 days,0.0,Final Action Date
"5th Unreserved
(including C5, T5, I5, R5)",ROW,2022-08-01,2022-08-01,0 days,0.0,Final Action Date
"5th Set Aside:
Rural (20%)",ROW,2022-08-01,2022-08-01,0 days,0.0,Final Action Date
"5th Set Aside:
High Unemployment (10%)",ROW,2022-08-01,2022-08-01,0 days,0.0,Final Action Date
"5th Set Aside:
Infrastructure (2%)",ROW,2022-08-01,2022-08-01,0 days,0.0,Final Action Date
1st,CHINA,2022-08-01,2022-08-01,0 days,0.0,Final Action Date
2nd,CHINA,2019-04-01,2022-08-01,1218 days,1218.0,Final Action Date
3rd,CHINA,2018-04-22,2022-08-01,1562 days,1562.0,Final Action Date
Other Workers,CHINA,2012-06-01,2022-08-01,3713 days,3713.0,Final Action Date
4th,CHINA,2022-08-01,2022-08-01,0 days,0.0,Final Action Date
Certain Religious Workers,CHINA,2022-08-01,2022-08-01,0 days,0.0,Final Action Date
"5th Unreserved
(including C5, T5, I5, R5)",CHINA,2015-11-22,2022-08-01,2444 days,2444.0,Final Action Date
"5th Set Aside:
Rural (20%)",CHINA,2022-08-01,2022-08-01,0 days,0.0,Final Action Date
"5th Set Aside:
High Unemployment (10%)",CHINA,2022-08-01,2022-08-01,0 days,0.0,Final Action Date
"5th Set Aside:
Infrastructure (2%)",CHINA,2022-08-01,2022-08-01,0 days,0.0,Final Action Date
1st,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-08-01,2022-08-01,0 days,0.0,Final Action Date
2nd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-08-01,2022-08-01,0 days,0.0,Final Action Date
3rd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-08-01,2022-08-01,0 days,0.0,Final Action Date
Other Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2019-05-08,2022-08-01,1181 days,1181.0,Final Action Date
4th,"EL SALVADOR
 GUATEMALA
 HONDURAS",2017-11-08,2022-08-01,1727 days,1727.0,Final Action Date
Certain Religious Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2017-11-08,2022-08-01,1727 days,1727.0,Final Action Date
"5th Unreserved
(including C5, T5, I5, R5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-08-01,2022-08-01,0 days,0.0,Final Action Date
