VisaType,countries,date_gov,date,delay,delay_days,datetype
2nd,VIETNAM,2018-12-01,2018-12-01,0 days,0.0,Final Action Date
3rd,VIETNAM,2018-12-01,2018-12-01,0 days,0.0,Final Action Date
Other Workers,VIETNAM,2018-12-01,2018-12-01,0 days,0.0,Final Action Date
4th,VIETNAM,2018-12-01,2018-12-01,0 days,0.0,Final Action Date
Certain Religious Workers,VIETNAM,2018-12-01,2018-12-01,0 days,0.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)",VIETNAM,2016-05-01,2018-12-01,944 days,944.0,Final Action Date
"5th Regional Center
(I5 and R5)",VIETNAM,2016-05-01,2018-12-01,944 days,944.0,Final Action Date
1st,ROW,2017-04-01,2018-11-01,579 days,579.0,Final Action Date
2nd,ROW,2018-11-01,2018-11-01,0 days,0.0,Final Action Date
3rd,ROW,2018-11-01,2018-11-01,0 days,0.0,Final Action Date
Other Workers,ROW,2018-11-01,2018-11-01,0 days,0.0,Final Action Date
4th,ROW,2018-11-01,2018-11-01,0 days,0.0,Final Action Date
Certain Religious Workers,ROW,2018-11-01,2018-11-01,0 days,0.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)",ROW,2018-11-01,2018-11-01,0 days,0.0,Final Action Date
"5th Regional Center
(I5 and R5)",ROW,2018-11-01,2018-11-01,0 days,0.0,Final Action Date
1st,CHINA,2016-06-01,2018-11-01,883 days,883.0,Final Action Date
2nd,CHINA,2015-05-15,2018-11-01,1266 days,1266.0,Final Action Date
3rd,CHINA,2015-06-01,2018-11-01,1249 days,1249.0,Final Action Date
Other Workers,CHINA,2007-05-01,2018-11-01,4202 days,4202.0,Final Action Date
4th,CHINA,2018-11-01,2018-11-01,0 days,0.0,Final Action Date
Certain Religious Workers,CHINA,2018-11-01,2018-11-01,0 days,0.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)",CHINA,2014-08-15,2018-11-01,1539 days,1539.0,Final Action Date
"5th Regional Center
(I5 and R5)",CHINA,2014-08-15,2018-11-01,1539 days,1539.0,Final Action Date
1st,"EL SALVADOR
 GUATEMALA
 HONDURAS",2017-04-01,2018-11-01,579 days,579.0,Final Action Date
2nd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-11-01,2018-11-01,0 days,0.0,Final Action Date
3rd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-11-01,2018-11-01,0 days,0.0,Final Action Date
Other Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-11-01,2018-11-01,0 days,0.0,Final Action Date
4th,"EL SALVADOR
 GUATEMALA
 HONDURAS",2016-02-15,2018-11-01,990 days,990.0,Final Action Date
Certain Religious Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2016-02-15,2018-11-01,990 days,990.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2018-11-01,2018-11-01,0 days,0.0,Final Action Date
"5th Regional Center
(I5 and R5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2018-11-01,2018-11-01,0 days,0.0,Final Action Date
1st,INDIA,2016-06-01,2018-11-01,883 days,883.0,Final Action Date
2nd,INDIA,2009-03-26,2018-11-01,3507 days,3507.0,Final Action Date
3rd,INDIA,2009-01-01,2018-11-01,3591 days,3591.0,Final Action Date
Other Workers,INDIA,2009-01-01,2018-11-01,3591 days,3591.0,Final Action Date
4th,INDIA,2018-11-01,2018-11-01,0 days,0.0,Final Action Date
Certain Religious Workers,INDIA,2018-11-01,2018-11-01,0 days,0.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)",INDIA,2018-11-01,2018-11-01,0 days,0.0,Final Action Date
"5th Regional Center
(I5 and R5)",INDIA,2018-11-01,2018-11-01,0 days,0.0,Final Action Date
1st,MEXICO,2017-04-01,2018-11-01,579 days,579.0,Final Action Date
2nd,MEXICO,2018-11-01,2018-11-01,0 days,0.0,Final Action Date
3rd,MEXICO,2018-11-01,2018-11-01,0 days,0.0,Final Action Date
Other Workers,MEXICO,2018-11-01,2018-11-01,0 days,0.0,Final Action Date
4th,MEXICO,2016-11-22,2018-11-01,709 days,709.0,Final Action Date
Certain Religious Workers,MEXICO,2016-11-22,2018-11-01,709 days,709.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)",MEXICO,2018-11-01,2018-11-01,0 days,0.0,Final Action Date
"5th Regional Center
(I5 and R5)",MEXICO,2018-11-01,2018-11-01,0 days,0.0,Final Action Date
1st,PHILIPPINES,2017-04-01,2018-11-01,579 days,579.0,Final Action Date
2nd,PHILIPPINES,2018-11-01,2018-11-01,0 days,0.0,Final Action Date
3rd,PHILIPPINES,2017-06-08,2018-11-01,511 days,511.0,Final Action Date
Other Workers,PHILIPPINES,2017-06-08,2018-11-01,511 days,511.0,Final Action Date
4th,PHILIPPINES,2018-11-01,2018-11-01,0 days,0.0,Final Action Date
Certain Religious Workers,PHILIPPINES,2018-11-01,2018-11-01,0 days,0.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)",PHILIPPINES,2018-11-01,2018-11-01,0 days,0.0,Final Action Date
"5th Regional Center
(I5 and R5)",PHILIPPINES,2018-11-01,2018-11-01,0 days,0.0,Final Action Date
1st,VIETNAM,2017-04-01,2018-11-01,579 days,579.0,Final Action Date
2nd,VIETNAM,2018-11-01,2018-11-01,0 days,0.0,Final Action Date
3rd,VIETNAM,2018-11-01,2018-11-01,0 days,0.0,Final Action Date
Other Workers,VIETNAM,2018-11-01,2018-11-01,0 days,0.0,Final Action Date
4th,VIETNAM,2018-11-01,2018-11-01,0 days,0.0,Final Action Date
Certain Religious Workers,VIETNAM,2018-11-01,2018-11-01,0 days,0.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)",VIETNAM,2016-02-01,2018-11-01,1004 days,1004.0,Final Action Date
"5th Regional Center
(I5 and R5)",VIETNAM,2016-02-01,2018-11-01,1004 days,1004.0,Final Action Date
1st,ROW,2017-04-01,2018-10-01,548 days,548.0,Final Action Date
2nd,ROW,2018-10-01,2018-10-01,0 days,0.0,Final Action Date
3rd,ROW,2018-10-01,2018-10-01,0 days,0.0,Final Action Date
Other Workers,ROW,2018-10-01,2018-10-01,0 days,0.0,Final Action Date
4th,ROW,2018-10-01,2018-10-01,0 days,0.0,Final Action Date
Certain Religious Workers,ROW,,2018-10-01,,,Final Action Date
"5th Non-Regional Center
(C5 and T5)",ROW,2018-10-01,2018-10-01,0 days,0.0,Final Action Date
"5th Regional Center
(I5 and R5)",ROW,,2018-10-01,,,Final Action Date
1st,CHINA,2016-06-01,2018-10-01,852 days,852.0,Final Action Date
2nd,CHINA,2015-04-01,2018-10-01,1279 days,1279.0,Final Action Date
3rd,CHINA,2015-06-01,2018-10-01,1218 days,1218.0,Final Action Date
Other Workers,CHINA,2007-05-01,2018-10-01,4171 days,4171.0,Final Action Date
4th,CHINA,2018-10-01,2018-10-01,0 days,0.0,Final Action Date
Certain Religious Workers,CHINA,,2018-10-01,,,Final Action Date
"5th Non-Regional Center
(C5 and T5)",CHINA,2014-08-15,2018-10-01,1508 days,1508.0,Final Action Date
"5th Regional Center
(I5 and R5)",CHINA,,2018-10-01,,,Final Action Date
1st,"EL SALVADOR
 GUATEMALA
 HONDURAS",2017-04-01,2018-10-01,548 days,548.0,Final Action Date
2nd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-10-01,2018-10-01,0 days,0.0,Final Action Date
3rd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-10-01,2018-10-01,0 days,0.0,Final Action Date
Other Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-10-01,2018-10-01,0 days,0.0,Final Action Date
4th,"EL SALVADOR
 GUATEMALA
 HONDURAS",2016-02-15,2018-10-01,959 days,959.0,Final Action Date
Certain Religious Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",,2018-10-01,,,Final Action Date
"5th Non-Regional Center
(C5 and T5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2018-10-01,2018-10-01,0 days,0.0,Final Action Date
"5th Regional Center
(I5 and R5)","EL SALVADOR
 GUATEMALA
 HONDURAS",,2018-10-01,,,Final Action Date
1st,INDIA,2016-06-01,2018-10-01,852 days,852.0,Final Action Date
2nd,INDIA,2009-03-26,2018-10-01,3476 days,3476.0,Final Action Date
3rd,INDIA,2009-01-01,2018-10-01,3560 days,3560.0,Final Action Date
Other Workers,INDIA,2009-01-01,2018-10-01,3560 days,3560.0,Final Action Date
4th,INDIA,2018-10-01,2018-10-01,0 days,0.0,Final Action Date
Certain Religious Workers,INDIA,,2018-10-01,,,Final Action Date
"5th Non-Regional Center
(C5 and T5)",INDIA,2018-10-01,2018-10-01,0 days,0.0,Final Action Date
"5th Regional Center
(I5 and R5)",INDIA,,2018-10-01,,,Final Action Date
1st,MEXICO,2017-04-01,2018-10-01,548 days,548.0,Final Action Date
2nd,MEXICO,2018-10-01,2018-10-01,0 days,0.0,Final Action Date
3rd,MEXICO,2018-10-01,2018-10-01,0 days,0.0,Final Action Date
Other Workers,MEXICO,2018-10-01,2018-10-01,0 days,0.0,Final Action Date
4th,MEXICO,2016-10-22,2018-10-01,709 days,709.0,Final Action Date
Certain Religious Workers,MEXICO,,2018-10-01,,,Final Action Date
"5th Non-Regional Center
(C5 and T5)",MEXICO,2018-10-01,2018-10-01,0 days,0.0,Final Action Date
"5th Regional Center
(I5 and R5)",MEXICO,,2018-10-01,,,Final Action Date
1st,PHILIPPINES,2017-04-01,2018-10-01,548 days,548.0,Final Action Date
2nd,PHILIPPINES,2018-10-01,2018-10-01,0 days,0.0,Final Action Date
3rd,PHILIPPINES,2017-06-01,2018-10-01,487 days,487.0,Final Action Date
Other Workers,PHILIPPINES,2017-06-01,2018-10-01,487 days,487.0,Final Action Date
4th,PHILIPPINES,2018-10-01,2018-10-01,0 days,0.0,Final Action Date
Certain Religious Workers,PHILIPPINES,,2018-10-01,,,Final Action Date
"5th Non-Regional Center
(C5 and T5)",PHILIPPINES,2018-10-01,2018-10-01,0 days,0.0,Final Action Date
"5th Regional Center
(I5 and R5)",PHILIPPINES,,2018-10-01,,,Final Action Date
1st,VIETNAM,2017-04-01,2018-10-01,548 days,548.0,Final Action Date
2nd,VIETNAM,2018-10-01,2018-10-01,0 days,0.0,Final Action Date
3rd,VIETNAM,2018-10-01,2018-10-01,0 days,0.0,Final Action Date
Other Workers,VIETNAM,2018-10-01,2018-10-01,0 days,0.0,Final Action Date
4th,VIETNAM,2018-10-01,2018-10-01,0 days,0.0,Final Action Date
Certain Religious Workers,VIETNAM,,2018-10-01,,,Final Action Date
"5th Non-Regional Center
(C5 and T5)",VIETNAM,2016-01-01,2018-10-01,1004 days,1004.0,Final Action Date
"5th Regional Center
(I5 and R5)",VIETNAM,,2018-10-01,,,Final Action Date
1st,ROW,2016-06-01,2018-09-01,822 days,822.0,Final Action Date
2nd,ROW,2013-01-01,2018-09-01,2069 days,2069.0,Final Action Date
3rd,ROW,2016-11-01,2018-09-01,669 days,669.0,Final Action Date
Other Workers,ROW,2016-11-01,2018-09-01,669 days,669.0,Final Action Date
4th,ROW,2018-09-01,2018-09-01,0 days,0.0,Final Action Date
Certain Religious Workers,ROW,2018-09-01,2018-09-01,0 days,0.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)",ROW,2018-09-01,2018-09-01,0 days,0.0,Final Action Date
"5th Regional Center
(I5 and R5)",ROW,2018-09-01,2018-09-01,0 days,0.0,Final Action Date
1st,CHINA,2012-01-01,2018-09-01,2435 days,2435.0,Final Action Date
2nd,CHINA,2013-01-01,2018-09-01,2069 days,2069.0,Final Action Date
3rd,CHINA,2014-11-01,2018-09-01,1400 days,1400.0,Final Action Date
Other Workers,CHINA,2007-05-01,2018-09-01,4141 days,4141.0,Final Action Date
4th,CHINA,2018-09-01,2018-09-01,0 days,0.0,Final Action Date
Certain Religious Workers,CHINA,2018-09-01,2018-09-01,0 days,0.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)",CHINA,2014-08-08,2018-09-01,1485 days,1485.0,Final Action Date
"5th Regional Center
(I5 and R5)",CHINA,2014-08-08,2018-09-01,1485 days,1485.0,Final Action Date
1st,"EL SALVADOR
 GUATEMALA
 HONDURAS",2016-06-01,2018-09-01,822 days,822.0,Final Action Date
2nd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2013-01-01,2018-09-01,2069 days,2069.0,Final Action Date
3rd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2016-11-01,2018-09-01,669 days,669.0,Final Action Date
Other Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2016-11-01,2018-09-01,669 days,669.0,Final Action Date
4th,"EL SALVADOR
 GUATEMALA
 HONDURAS",2016-02-15,2018-09-01,929 days,929.0,Final Action Date
Certain Religious Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2016-02-15,2018-09-01,929 days,929.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2018-09-01,2018-09-01,0 days,0.0,Final Action Date
"5th Regional Center
(I5 and R5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2018-09-01,2018-09-01,0 days,0.0,Final Action Date
1st,INDIA,2012-01-01,2018-09-01,2435 days,2435.0,Final Action Date
2nd,INDIA,2007-01-01,2018-09-01,4261 days,4261.0,Final Action Date
3rd,INDIA,2003-01-01,2018-09-01,5722 days,5722.0,Final Action Date
Other Workers,INDIA,2003-01-01,2018-09-01,5722 days,5722.0,Final Action Date
4th,INDIA,2016-02-15,2018-09-01,929 days,929.0,Final Action Date
Certain Religious Workers,INDIA,2016-02-15,2018-09-01,929 days,929.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)",INDIA,2018-09-01,2018-09-01,0 days,0.0,Final Action Date
"5th Regional Center
(I5 and R5)",INDIA,2018-09-01,2018-09-01,0 days,0.0,Final Action Date
1st,MEXICO,2016-06-01,2018-09-01,822 days,822.0,Final Action Date
2nd,MEXICO,2013-01-01,2018-09-01,2069 days,2069.0,Final Action Date
3rd,MEXICO,2016-11-01,2018-09-01,669 days,669.0,Final Action Date
Other Workers,MEXICO,2016-11-01,2018-09-01,669 days,669.0,Final Action Date
4th,MEXICO,2016-02-15,2018-09-01,929 days,929.0,Final Action Date
Certain Religious Workers,MEXICO,2016-02-15,2018-09-01,929 days,929.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)",MEXICO,2018-09-01,2018-09-01,0 days,0.0,Final Action Date
"5th Regional Center
(I5 and R5)",MEXICO,2018-09-01,2018-09-01,0 days,0.0,Final Action Date
1st,PHILIPPINES,2016-06-01,2018-09-01,822 days,822.0,Final Action Date
2nd,PHILIPPINES,2013-01-01,2018-09-01,2069 days,2069.0,Final Action Date
3rd,PHILIPPINES,2016-11-01,2018-09-01,669 days,669.0,Final Action Date
Other Workers,PHILIPPINES,2016-11-01,2018-09-01,669 days,669.0,Final Action Date
4th,PHILIPPINES,2018-09-01,2018-09-01,0 days,0.0,Final Action Date
Certain Religious Workers,PHILIPPINES,2018-09-01,2018-09-01,0 days,0.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)",PHILIPPINES,2018-09-01,2018-09-01,0 days,0.0,Final Action Date
"5th Regional Center
(I5 and R5)",PHILIPPINES,2018-09-01,2018-09-01,0 days,0.0,Final Action Date
1st,VIETNAM,2016-06-01,2018-09-01,822 days,822.0,Final Action Date
2nd,VIETNAM,2013-01-01,2018-09-01,2069 days,2069.0,Final Action Date
3rd,VIETNAM,2016-11-01,2018-09-01,669 days,669.0,Final Action Date
Other Workers,VIETNAM,2016-11-01,2018-09-01,669 days,669.0,Final Action Date
4th,VIETNAM,2018-09-01,2018-09-01,0 days,0.0,Final Action Date
Certain Religious Workers,VIETNAM,2018-09-01,2018-09-01,0 days,0.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)",VIETNAM,2014-08-08,2018-09-01,1485 days,1485.0,Final Action Date
"5th Regional Center
(I5 and R5)",VIETNAM,2014-08-08,2018-09-01,1485 days,1485.0,Final Action Date
1st,ROW,2016-05-01,2018-08-01,822 days,822.0,Final Action Date
2nd,ROW,2018-08-01,2018-08-01,0 days,0.0,Final Action Date
3rd,ROW,2018-08-01,2018-08-01,0 days,0.0,Final Action Date
Other Workers,ROW,2018-08-01,2018-08-01,0 days,0.0,Final Action Date
4th,ROW,2018-08-01,2018-08-01,0 days,0.0,Final Action Date
Certain Religious Workers,ROW,2018-08-01,2018-08-01,0 days,0.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)",ROW,2018-08-01,2018-08-01,0 days,0.0,Final Action Date
"5th Regional Center
(I5 and R5)",ROW,2018-08-01,2018-08-01,0 days,0.0,Final Action Date
1st,CHINA,2012-01-01,2018-08-01,2404 days,2404.0,Final Action Date
2nd,CHINA,2015-03-01,2018-08-01,1249 days,1249.0,Final Action Date
3rd,CHINA,2014-07-01,2018-08-01,1492 days,1492.0,Final Action Date
Other Workers,CHINA,2007-05-01,2018-08-01,4110 days,4110.0,Final Action Date
4th,CHINA,2018-08-01,2018-08-01,0 days,0.0,Final Action Date
Certain Religious Workers,CHINA,2018-08-01,2018-08-01,0 days,0.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)",CHINA,2014-08-01,2018-08-01,1461 days,1461.0,Final Action Date
"5th Regional Center
(I5 and R5)",CHINA,2014-08-01,2018-08-01,1461 days,1461.0,Final Action Date
1st,"EL SALVADOR
 GUATEMALA
 HONDURAS",2016-05-01,2018-08-01,822 days,822.0,Final Action Date
2nd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-08-01,2018-08-01,0 days,0.0,Final Action Date
3rd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-08-01,2018-08-01,0 days,0.0,Final Action Date
Other Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-08-01,2018-08-01,0 days,0.0,Final Action Date
4th,"EL SALVADOR
 GUATEMALA
 HONDURAS",2016-02-08,2018-08-01,905 days,905.0,Final Action Date
Certain Religious Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2016-02-08,2018-08-01,905 days,905.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2018-08-01,2018-08-01,0 days,0.0,Final Action Date
"5th Regional Center
(I5 and R5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2018-08-01,2018-08-01,0 days,0.0,Final Action Date
1st,INDIA,2012-01-01,2018-08-01,2404 days,2404.0,Final Action Date
2nd,INDIA,2009-03-15,2018-08-01,3426 days,3426.0,Final Action Date
3rd,INDIA,2009-01-01,2018-08-01,3499 days,3499.0,Final Action Date
Other Workers,INDIA,2009-01-01,2018-08-01,3499 days,3499.0,Final Action Date
4th,INDIA,2016-02-08,2018-08-01,905 days,905.0,Final Action Date
Certain Religious Workers,INDIA,2016-02-08,2018-08-01,905 days,905.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)",INDIA,2018-08-01,2018-08-01,0 days,0.0,Final Action Date
"5th Regional Center
(I5 and R5)",INDIA,2018-08-01,2018-08-01,0 days,0.0,Final Action Date
1st,MEXICO,2016-05-01,2018-08-01,822 days,822.0,Final Action Date
2nd,MEXICO,2018-08-01,2018-08-01,0 days,0.0,Final Action Date
3rd,MEXICO,2018-08-01,2018-08-01,0 days,0.0,Final Action Date
Other Workers,MEXICO,2018-08-01,2018-08-01,0 days,0.0,Final Action Date
4th,MEXICO,2016-02-08,2018-08-01,905 days,905.0,Final Action Date
Certain Religious Workers,MEXICO,2016-02-08,2018-08-01,905 days,905.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)",MEXICO,2018-08-01,2018-08-01,0 days,0.0,Final Action Date
"5th Regional Center
(I5 and R5)",MEXICO,2018-08-01,2018-08-01,0 days,0.0,Final Action Date
1st,PHILIPPINES,2016-05-01,2018-08-01,822 days,822.0,Final Action Date
2nd,PHILIPPINES,2018-08-01,2018-08-01,0 days,0.0,Final Action Date
3rd,PHILIPPINES,2017-06-01,2018-08-01,426 days,426.0,Final Action Date
Other Workers,PHILIPPINES,2017-06-01,2018-08-01,426 days,426.0,Final Action Date
4th,PHILIPPINES,2018-08-01,2018-08-01,0 days,0.0,Final Action Date
Certain Religious Workers,PHILIPPINES,2018-08-01,2018-08-01,0 days,0.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)",PHILIPPINES,2018-08-01,2018-08-01,0 days,0.0,Final Action Date
"5th Regional Center
(I5 and R5)",PHILIPPINES,2018-08-01,2018-08-01,0 days,0.0,Final Action Date
1st,VIETNAM,2016-05-01,2018-08-01,822 days,822.0,Final Action Date
2nd,VIETNAM,2018-08-01,2018-08-01,0 days,0.0,Final Action Date
3rd,VIETNAM,2018-08-01,2018-08-01,0 days,0.0,Final Action Date
Other Workers,VIETNAM,2018-08-01,2018-08-01,0 days,0.0,Final Action Date
4th,VIETNAM,2018-08-01,2018-08-01,0 days,0.0,Final Action Date
Certain Religious Workers,VIETNAM,2018-08-01,2018-08-01,0 days,0.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)",VIETNAM,2014-08-01,2018-08-01,1461 days,1461.0,Final Action Date
"5th Regional Center
(I5 and R5)",VIETNAM,2014-08-01,2018-08-01,1461 days,1461.0,Final Action Date
1st,ROW,2018-07-01,2018-07-01,0 days,0.0,Final Action Date
2nd,ROW,2018-07-01,2018-07-01,0 days,0.0,Final Action Date
3rd,ROW,2018-07-01,2018-07-01,0 days,0.0,Final Action Date
Other Workers,ROW,2018-07-01,2018-07-01,0 days,0.0,Final Action Date
4th,ROW,2018-07-01,2018-07-01,0 days,0.0,Final Action Date
Certain Religious Workers,ROW,2018-07-01,2018-07-01,0 days,0.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)",ROW,2018-07-01,2018-07-01,0 days,0.0,Final Action Date
"5th Regional Center
(I5 and R5)",ROW,2018-07-01,2018-07-01,0 days,0.0,Final Action Date
1st,CHINA,2012-01-01,2018-07-01,2373 days,2373.0,Final Action Date
2nd,CHINA,2015-01-01,2018-07-01,1277 days,1277.0,Final Action Date
3rd,CHINA,2013-01-01,2018-07-01,2007 days,2007.0,Final Action Date
Other Workers,CHINA,2007-05-01,2018-07-01,4079 days,4079.0,Final Action Date
4th,CHINA,2018-07-01,2018-07-01,0 days,0.0,Final Action Date
Certain Religious Workers,CHINA,2018-07-01,2018-07-01,0 days,0.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)",CHINA,2014-08-01,2018-07-01,1430 days,1430.0,Final Action Date
"5th Regional Center
(I5 and R5)",CHINA,2014-08-01,2018-07-01,1430 days,1430.0,Final Action Date
1st,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-07-01,2018-07-01,0 days,0.0,Final Action Date
2nd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-07-01,2018-07-01,0 days,0.0,Final Action Date
3rd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-07-01,2018-07-01,0 days,0.0,Final Action Date
Other Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-07-01,2018-07-01,0 days,0.0,Final Action Date
4th,"EL SALVADOR
 GUATEMALA
 HONDURAS",2016-02-08,2018-07-01,874 days,874.0,Final Action Date
Certain Religious Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2016-02-08,2018-07-01,874 days,874.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2018-07-01,2018-07-01,0 days,0.0,Final Action Date
"5th Regional Center
(I5 and R5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2018-07-01,2018-07-01,0 days,0.0,Final Action Date
1st,INDIA,2012-01-01,2018-07-01,2373 days,2373.0,Final Action Date
2nd,INDIA,2009-03-15,2018-07-01,3395 days,3395.0,Final Action Date
3rd,INDIA,2008-11-01,2018-07-01,3529 days,3529.0,Final Action Date
Other Workers,INDIA,2008-11-01,2018-07-01,3529 days,3529.0,Final Action Date
4th,INDIA,2018-07-01,2018-07-01,0 days,0.0,Final Action Date
Certain Religious Workers,INDIA,2018-07-01,2018-07-01,0 days,0.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)",INDIA,2018-07-01,2018-07-01,0 days,0.0,Final Action Date
"5th Regional Center
(I5 and R5)",INDIA,2018-07-01,2018-07-01,0 days,0.0,Final Action Date
1st,MEXICO,2018-07-01,2018-07-01,0 days,0.0,Final Action Date
